"","X.2","X.1","X","Area","Item","Year","Area_harvested_ha","Production_t","kj_t_crop"
"1179",22012,285777,285777,"Finland","WHEAT",2010,211200,724400,13983912
"1180",22013,285781,285781,"Finland","WHEAT",2014,267400,1088200,13983912
"1181",22038,286137,286137,"France","BARLEY",2000,1533848,9709332,13900176
"1182",22039,286143,286143,"France","BARLEY",2006,1667310,10400576,13900176
"1183",22040,286147,286147,"France","BARLEY",2010,1582022,10101597,13900176
"1184",22041,286151,286151,"France","BARLEY",2014,1764346,11728556,13900176
"1185",22215,288517,288517,"France","MAIZE",2000,1764767,16018168,14905008
"1186",22216,288523,288523,"France","MAIZE",2006,1503619,12903719,14905008
"1187",22217,288527,288527,"France","MAIZE",2010,1582727,13975285,14905008
"1188",22218,288531,288531,"France","MAIZE",2014,1825121,18343320,14905008
"1189",22219,288572,288572,"France","MAIZE, GREEN",2000,24681,453926,2344608
"1190",22220,288578,288578,"France","MAIZE, GREEN",2006,25121,464264,2344608
"1191",22221,288582,288582,"France","MAIZE, GREEN",2010,16792,312341,2344608
"1192",22222,288586,288586,"France","MAIZE, GREEN",2014,20582,403115,2344608
"1193",22227,288678,288678,"France","MILLET",2000,0,0,14235120
"1194",22228,288684,288684,"France","MILLET",2006,10500,38000,14235120
"1195",22229,288688,288688,"France","MILLET",2010,10921,37500,14235120
"1196",22230,288692,288692,"France","MILLET",2014,12000,37000,14235120
"1197",22295,289626,289626,"France","POTATOES",2000,162644,6440483,2805156
"1198",22296,289632,289632,"France","POTATOES",2006,158315,6362823,2805156
"1199",22297,289636,289636,"France","POTATOES",2010,157082,6622043,2805156
"1200",22298,289640,289640,"France","POTATOES",2014,168519,8085184,2805156
"1201",22315,289906,289906,"France","RAPESEED",2000,1186255,3476819,20682792
"1202",22316,289912,289912,"France","RAPESEED",2006,1405603,4144485,20682792
"1203",22317,289916,289916,"France","RAPESEED",2010,1465195,4815239,20682792
"1204",22318,289920,289920,"France","RAPESEED",2014,1503012,5524094,20682792
"1205",22323,290018,290018,"France","RICE, PADDY",2000,19870,115958,11723040
"1206",22324,290024,290024,"France","RICE, PADDY",2006,17310,94782,11723040
"1207",22325,290028,290028,"France","RICE, PADDY",2010,23828,120170,11723040
"1208",22326,290032,290032,"France","RICE, PADDY",2014,16771,83492,11723040
"1209",22335,290156,290156,"France","RYE",2000,31592,145671,13355892
"1210",22336,290162,290162,"France","RYE",2006,26553,121464,13355892
"1211",22337,290166,290166,"France","RYE",2010,29497,151038,13355892
"1212",22338,290170,290170,"France","RYE",2014,26171,128197,13355892
"1213",22339,290212,290212,"France","SORGHUM",2000,59576,371009,14360724
"1214",22340,290218,290218,"France","SORGHUM",2006,55421,305521,14360724
"1215",22341,290222,290222,"France","SORGHUM",2010,51869,285862,14360724
"1216",22342,290226,290226,"France","SORGHUM",2014,62863,397715,14360724
"1217",22343,290256,290256,"France","SOYBEANS",2000,77695,201033,14025780
"1218",22344,290262,290262,"France","SOYBEANS",2006,45263,122995,14025780
"1219",22345,290266,290266,"France","SOYBEANS",2010,50939,140059,14025780
"1220",22346,290270,290270,"France","SOYBEANS",2014,75789,227262,14025780
"1221",22363,290498,290498,"France","SUGAR CANE",2014,0,0,1256040
"1222",22364,290540,290540,"France","SUNFLOWER SEED",2000,728555,1833082,12895344
"1223",22365,290546,290546,"France","SUNFLOWER SEED",2006,644828,1439688,12895344
"1224",22366,290550,290550,"France","SUNFLOWER SEED",2010,694916,1640837,12895344
"1225",22367,290554,290554,"France","SUNFLOWER SEED",2014,657288,1584190,12895344
"1226",22408,291133,291133,"France","WHEAT",2000,5248436,37355957,13983912
"1227",22409,291139,291139,"France","WHEAT",2006,5245735,35363563,13983912
"1228",22410,291143,291143,"France","WHEAT",2010,5426820,38207431,13983912
"1229",22411,291147,291147,"France","WHEAT",2014,5297210,38950202,13983912
"1230",23213,300133,300133,"Germany","BARLEY",2000,2067590,12105820,13900176
"1231",23214,300139,300139,"Germany","BARLEY",2006,2025300,11966600,13900176
"1232",23215,300143,300143,"Germany","BARLEY",2010,1641322,10326918,13900176
"1233",23216,300147,300147,"Germany","BARLEY",2014,1573700,11562800,13900176
"1234",23349,301956,301956,"Germany","MAIZE",2000,360841,3324018,14905008
"1235",23350,301962,301962,"Germany","MAIZE",2006,401000,3220300,14905008
"1236",23351,301966,301966,"Germany","MAIZE",2010,466591,4211501,14905008
"1237",23352,301970,301970,"Germany","MAIZE",2014,481300,5142100,14905008
"1238",23413,302844,302844,"Germany","POTATOES",2000,304380,13192951,2805156
"1239",23414,302850,302850,"Germany","POTATOES",2006,274300,10030600,2805156
"1240",23415,302854,302854,"Germany","POTATOES",2010,254367,10143090,2805156
"1241",23416,302858,302858,"Germany","POTATOES",2014,244800,11607300,2805156
"1242",23429,303068,303068,"Germany","RAPESEED",2000,1078010,3585661,20682792
"1243",23430,303074,303074,"Germany","RAPESEED",2006,1429000,5336500,20682792
"1244",23431,303078,303078,"Germany","RAPESEED",2010,1461197,5697595,20682792
"1245",23432,303082,303082,"Germany","RAPESEED",2014,1394200,6247400,20682792
"1246",23441,303236,303236,"Germany","RYE",2000,842685,4154095,13355892
"1247",23442,303242,303242,"Germany","RYE",2006,538900,2643700,13355892
"1248",23443,303246,303246,"Germany","RYE",2010,627112,2900438,13355892
"1249",23444,303250,303250,"Germany","RYE",2014,629900,3854400,13355892
"1250",23445,303264,303264,"Germany","SOYBEANS",2000,500,1000,14025780
"1251",23446,303270,303270,"Germany","SOYBEANS",2006,1000,1000,14025780
"1252",23447,303274,303274,"Germany","SOYBEANS",2010,1000,2000,14025780
"1253",23448,303278,303278,"Germany","SOYBEANS",2014,9000,18000,14025780
"1254",23461,303462,303462,"Germany","SUNFLOWER SEED",2000,25794,63861,12895344
"1255",23462,303468,303468,"Germany","SUNFLOWER SEED",2006,32000,61900,12895344
"1256",23463,303472,303472,"Germany","SUNFLOWER SEED",2010,24973,47240,12895344
"1257",23464,303476,303476,"Germany","SUNFLOWER SEED",2014,20000,46000,12895344
"1258",23501,303998,303998,"Germany","WHEAT",2000,2968940,21621548,13983912
"1259",23502,304004,304004,"Germany","WHEAT",2006,3114700,22427900,13983912
"1260",23503,304008,304008,"Germany","WHEAT",2010,3297699,23782955,13983912
"1261",23504,304012,304012,"Germany","WHEAT",2014,3219700,27784700,13983912
"1262",23791,307975,307975,"Greece","BARLEY",2000,119315,288349,13900176
"1263",23792,307981,307981,"Greece","BARLEY",2006,101724,245471,13900176
"1264",23793,307985,307985,"Greece","BARLEY",2010,120760,311067,13900176
"1265",23794,307989,307989,"Greece","BARLEY",2014,148601,420880,13900176
"1266",23935,309970,309970,"Greece","GROUNDNUTS, WITH SHELL",2000,591,2432,17333352
"1267",23936,309976,309976,"Greece","GROUNDNUTS, WITH SHELL",2006,494,1662,17333352
"1268",23937,309980,309980,"Greece","GROUNDNUTS, WITH SHELL",2010,557,1895,17333352
"1269",23938,309984,309984,"Greece","GROUNDNUTS, WITH SHELL",2014,757,2693,17333352
"1270",23975,310465,310465,"Greece","MAIZE",2000,216549,2094189,14905008
"1271",23976,310471,310471,"Greece","MAIZE",2006,232683,2359004,14905008
"1272",23977,310475,310475,"Greece","MAIZE",2010,205984,2138486,14905008
"1273",23978,310479,310479,"Greece","MAIZE",2014,167883,1864065,14905008
"1274",23979,310492,310492,"Greece","MAIZE, GREEN",2000,8160,292166,2344608
"1275",23980,310498,310498,"Greece","MAIZE, GREEN",2006,8915,312544,2344608
"1276",23981,310502,310502,"Greece","MAIZE, GREEN",2010,13343,492807,2344608
"1277",23982,310506,310506,"Greece","MAIZE, GREEN",2014,9675,364638,2344608
"1278",23991,310659,310659,"Greece","MILLET",2000,0,0,14235120
"1279",23992,310665,310665,"Greece","MILLET",2006,0,1,14235120
"1280",23993,310669,310669,"Greece","MILLET",2010,58,109,14235120
"1281",23994,310673,310673,"Greece","MILLET",2014,60,120,14235120
"1282",24051,311496,311496,"Greece","POTATOES",2000,48816,1011601,2805156
"1283",24052,311502,311502,"Greece","POTATOES",2006,45446,901705,2805156
"1284",24053,311506,311506,"Greece","POTATOES",2010,44623,922957,2805156
"1285",24054,311510,311510,"Greece","POTATOES",2014,26100,615429,2805156
"1286",24071,311776,311776,"Greece","RAPESEED",2000,681,1340,20682792
"1287",24072,311782,311782,"Greece","RAPESEED",2006,2000,4000,20682792
"1288",24073,311786,311786,"Greece","RAPESEED",2010,11687,25175,20682792
"1289",24074,311790,311790,"Greece","RAPESEED",2014,4623,8173,20682792
"1290",24079,311888,311888,"Greece","RICE, PADDY",2000,19978,140043,11723040
"1291",24080,311894,311894,"Greece","RICE, PADDY",2006,23227,179166,11723040
"1292",24081,311898,311898,"Greece","RICE, PADDY",2010,30052,208210,11723040
"1293",24082,311902,311902,"Greece","RICE, PADDY",2014,27095,229381,11723040
"1294",24087,312000,312000,"Greece","RYE",2000,15624,30369,13355892
"1295",24088,312006,312006,"Greece","RYE",2006,16039,34403,13355892
"1296",24089,312010,312010,"Greece","RYE",2010,16189,36800,13355892
"1297",24090,312014,312014,"Greece","RYE",2014,15383,31651,13355892
"1298",24099,312168,312168,"Greece","SORGHUM",2000,66,138,14360724
"1299",24100,312174,312174,"Greece","SORGHUM",2006,32,52,14360724
"1300",24101,312178,312178,"Greece","SORGHUM",2010,43,69,14360724
"1301",24102,312182,312182,"Greece","SORGHUM",2014,183,622,14360724
"1302",24103,312198,312198,"Greece","SOYBEANS",2000,28,49,14025780
"1303",24104,312204,312204,"Greece","SOYBEANS",2006,6,12,14025780
"1304",24105,312208,312208,"Greece","SOYBEANS",2010,505,1369,14025780
"1305",24106,312212,312212,"Greece","SOYBEANS",2014,2809,7846,14025780
"1306",24123,312478,312478,"Greece","SUNFLOWER SEED",2000,23145,30863,12895344
"1307",24124,312484,312484,"Greece","SUNFLOWER SEED",2006,9057,15865,12895344
"1308",24125,312488,312488,"Greece","SUNFLOWER SEED",2010,53483,116037,12895344
"1309",24126,312492,312492,"Greece","SUNFLOWER SEED",2014,76381,192227,12895344
"1310",24175,313206,313206,"Greece","WHEAT",2000,857770,2287322,13983912
"1311",24176,313212,313212,"Greece","WHEAT",2006,777901,1778170,13983912
"1312",24177,313216,313216,"Greece","WHEAT",2010,737483,1920670,13983912
"1313",24178,313220,313220,"Greece","WHEAT",2014,571762,1570416,13983912
"1314",24743,320764,320764,"Guatemala","BARLEY",2000,377,1451,13900176
"1315",24744,320770,320770,"Guatemala","BARLEY",2006,21,41,13900176
"1316",24745,320774,320774,"Guatemala","BARLEY",2010,8,13,13900176
"1317",24746,320778,320778,"Guatemala","BARLEY",2014,8,18,13900176
"1318",24775,321179,321179,"Guatemala","CASSAVA",2000,8750,19867,4563612
"1319",24776,321185,321185,"Guatemala","CASSAVA",2006,1889,2613,4563612
"1320",24777,321189,321189,"Guatemala","CASSAVA",2010,3274,4096,4563612
"1321",24778,321193,321193,"Guatemala","CASSAVA",2014,3562,4428,4563612
"1322",24843,322125,322125,"Guatemala","GROUNDNUTS, WITH SHELL",2000,1680,1510,17333352
"1323",24844,322131,322131,"Guatemala","GROUNDNUTS, WITH SHELL",2006,2796,3447,17333352
"1324",24845,322135,322135,"Guatemala","GROUNDNUTS, WITH SHELL",2010,2879,8970,17333352
"1325",24846,322139,322139,"Guatemala","GROUNDNUTS, WITH SHELL",2014,2516,10564,17333352
"1326",24855,322293,322293,"Guatemala","MAIZE",2000,591500,1053550,14905008
"1327",24856,322299,322299,"Guatemala","MAIZE",2006,577218,1489606,14905008
"1328",24857,322303,322303,"Guatemala","MAIZE",2010,821412,1638249,14905008
"1329",24858,322307,322307,"Guatemala","MAIZE",2014,868658,1815281,14905008
"1330",24875,322528,322528,"Guatemala","OIL PALM FRUIT",2000,21000,320000,6615144
"1331",24876,322534,322534,"Guatemala","OIL PALM FRUIT",2006,45000,8e+05,6615144
"1332",24877,322538,322538,"Guatemala","OIL PALM FRUIT",2010,59500,940000,6615144
"1333",24878,322542,322542,"Guatemala","OIL PALM FRUIT",2014,115000,1500000,6615144
"1334",24903,322870,322870,"Guatemala","PALM KERNELS",2000,NA,16000,21520152
"1335",24904,322876,322876,"Guatemala","PALM KERNELS",2006,NA,40000,21520152
"1336",24905,322880,322880,"Guatemala","PALM KERNELS",2010,NA,47000,21520152
"1337",24906,322884,322884,"Guatemala","PALM KERNELS",2014,NA,1e+05,21520152
"1338",24931,323260,323260,"Guatemala","POTATOES",2000,9660,216994,2805156
"1339",24932,323266,323266,"Guatemala","POTATOES",2006,17682,439127,2805156
"1340",24933,323270,323270,"Guatemala","POTATOES",2010,19080,481856,2805156
"1341",24934,323274,323274,"Guatemala","POTATOES",2014,20967,523251,2805156
"1342",24943,323428,323428,"Guatemala","RICE, PADDY",2000,14700,45223,11723040
"1343",24944,323434,323434,"Guatemala","RICE, PADDY",2006,9086,22407,11723040
"1344",24945,323438,323438,"Guatemala","RICE, PADDY",2010,10483,29624,11723040
"1345",24946,323442,323442,"Guatemala","RICE, PADDY",2014,11182,33616,11723040
"1346",24967,323731,323731,"Guatemala","SORGHUM",2000,42280,50978,14360724
"1347",24968,323737,323737,"Guatemala","SORGHUM",2006,32569,44085,14360724
"1348",24969,323741,323741,"Guatemala","SORGHUM",2010,27047,47056,14360724
"1349",24970,323745,323745,"Guatemala","SORGHUM",2014,27886,50322,14360724
"1350",24971,323766,323766,"Guatemala","SOYBEANS",2000,9800,29937,14025780
"1351",24972,323772,323772,"Guatemala","SOYBEANS",2006,13000,35000,14025780
"1352",24973,323776,323776,"Guatemala","SOYBEANS",2010,14000,43838,14025780
"1353",24974,323780,323780,"Guatemala","SOYBEANS",2014,15000,38000,14025780
"1354",24983,323934,323934,"Guatemala","SUGAR CANE",2000,182000,16552400,1256040
"1355",24984,323940,323940,"Guatemala","SUGAR CANE",2006,188702,17631588,1256040
"1356",24985,323944,323944,"Guatemala","SUGAR CANE",2010,234619,22313828,1256040
"1357",24986,323948,323948,"Guatemala","SUGAR CANE",2014,265580,33239196,1256040
"1358",25023,324476,324476,"Guatemala","WHEAT",2000,4550,9525,13983912
"1359",25024,324482,324482,"Guatemala","WHEAT",2006,699,1588,13983912
"1360",25025,324486,324486,"Guatemala","WHEAT",2010,699,1438,13983912
"1361",25026,324490,324490,"Guatemala","WHEAT",2014,769,1674,13983912
"1362",25035,324644,324644,"Guinea","CASSAVA",2000,123793,845488,4563612
"1363",25036,324650,324650,"Guinea","CASSAVA",2006,136252,1068518,4563612
"1364",25037,324654,324654,"Guinea","CASSAVA",2010,125116,1062233,4563612
"1365",25038,324658,324658,"Guinea","CASSAVA",2014,173885,1308948,4563612
"1366",25091,325378,325378,"Guinea","GROUNDNUTS, WITH SHELL",2000,153427,199661,17333352
"1367",25092,325384,325384,"Guinea","GROUNDNUTS, WITH SHELL",2006,206806,294494,17333352
"1368",25093,325388,325388,"Guinea","GROUNDNUTS, WITH SHELL",2010,227453,332081,17333352
"1369",25094,325392,325392,"Guinea","GROUNDNUTS, WITH SHELL",2014,215000,297000,17333352
"1370",25095,325434,325434,"Guinea","MAIZE",2000,231220,329025,14905008
"1371",25096,325440,325440,"Guinea","MAIZE",2006,349653,546765,14905008
"1372",25097,325444,325444,"Guinea","MAIZE",2010,358092,584141,14905008
"1373",25098,325448,325448,"Guinea","MAIZE",2014,478277,652000,14905008
"1374",25099,325490,325490,"Guinea","MAIZE, GREEN",2000,115000,283059,2344608
"1375",25100,325496,325496,"Guinea","MAIZE, GREEN",2006,110000,270000,2344608
"1376",25101,325500,325500,"Guinea","MAIZE, GREEN",2010,125000,299507,2344608
"1377",25102,325504,325504,"Guinea","MAIZE, GREEN",2014,128405,299953,2344608
"1378",25111,325658,325658,"Guinea","MILLET",2000,117362,119630,14235120
"1379",25112,325664,325664,"Guinea","MILLET",2006,285000,290000,14235120
"1380",25113,325668,325668,"Guinea","MILLET",2010,233508,234038,14235120
"1381",25114,325672,325672,"Guinea","MILLET",2014,218328,223955,14235120
"1382",25119,325770,325770,"Guinea","OIL PALM FRUIT",2000,310000,830000,6615144
"1383",25120,325776,325776,"Guinea","OIL PALM FRUIT",2006,310000,830000,6615144
"1384",25121,325780,325780,"Guinea","OIL PALM FRUIT",2010,310000,830000,6615144
"1385",25122,325784,325784,"Guinea","OIL PALM FRUIT",2014,311337,834300,6615144
"1386",25135,325988,325988,"Guinea","PALM KERNELS",2000,NA,53000,21520152
"1387",25136,325994,325994,"Guinea","PALM KERNELS",2006,NA,53000,21520152
"1388",25137,325998,325998,"Guinea","PALM KERNELS",2010,NA,53000,21520152
"1389",25138,326002,326002,"Guinea","PALM KERNELS",2014,NA,53706,21520152
"1390",25147,326154,326154,"Guinea","POTATOES",2000,NA,NA,2805156
"1391",25148,326160,326160,"Guinea","POTATOES",2006,1900,11592,2805156
"1392",25149,326164,326164,"Guinea","POTATOES",2010,6750,40392,2805156
"1393",25150,326168,326168,"Guinea","POTATOES",2014,7435,39948,2805156
"1394",25159,326322,326322,"Guinea","RICE, PADDY",2000,665638,1140809,11723040
"1395",25160,326328,326328,"Guinea","RICE, PADDY",2006,758434,1340313,11723040
"1396",25161,326332,326332,"Guinea","RICE, PADDY",2010,1465953,1613730,11723040
"1397",25162,326336,326336,"Guinea","RICE, PADDY",2014,1514305,1971000,11723040
"1398",25183,326636,326636,"Guinea","SORGHUM",2000,30470,32192,14360724
"1399",25184,326642,326642,"Guinea","SORGHUM",2006,35500,36980,14360724
"1400",25185,326646,326646,"Guinea","SORGHUM",2010,45688,44770,14360724
"1401",25186,326650,326650,"Guinea","SORGHUM",2014,39901,38000,14360724
"1402",25187,326677,326677,"Guinea","SUGAR CANE",2000,5200,270000,1256040
"1403",25188,326683,326683,"Guinea","SUGAR CANE",2006,5250,281000,1256040
"1404",25189,326687,326687,"Guinea","SUGAR CANE",2010,5300,283000,1256040
"1405",25190,326691,326691,"Guinea","SUGAR CANE",2014,5614,301151,1256040
"1406",25859,335793,335793,"Honduras","CASSAVA",2000,2501,9979,4563612
"1407",25860,335799,335799,"Honduras","CASSAVA",2006,5100,20500,4563612
"1408",25861,335803,335803,"Honduras","CASSAVA",2010,3652,23184,4563612
"1409",25862,335807,335807,"Honduras","CASSAVA",2014,2893,24625,4563612
"1410",25939,336894,336894,"Honduras","GROUNDNUTS, WITH SHELL",2000,195,110,17333352
"1411",25940,336900,336900,"Honduras","GROUNDNUTS, WITH SHELL",2006,144,81,17333352
"1412",25941,336904,336904,"Honduras","GROUNDNUTS, WITH SHELL",2010,147,81,17333352
"1413",25942,336908,336908,"Honduras","GROUNDNUTS, WITH SHELL",2014,155,83,17333352
"1414",25951,337062,337062,"Honduras","MAIZE",2000,371594,533598,14905008
"1415",25952,337068,337068,"Honduras","MAIZE",2006,325830,501583,14905008
"1416",25953,337072,337072,"Honduras","MAIZE",2010,332167,548223,14905008
"1417",25954,337076,337076,"Honduras","MAIZE",2014,363419,606785,14905008
"1418",25967,337286,337286,"Honduras","OIL PALM FRUIT",2000,34000,618600,6615144
"1419",25968,337292,337292,"Honduras","OIL PALM FRUIT",2006,80000,1420414,6615144
"1420",25969,337296,337296,"Honduras","OIL PALM FRUIT",2010,105000,1768216,6615144
"1421",25970,337300,337300,"Honduras","OIL PALM FRUIT",2014,130000,1929430,6615144
"1422",25991,337616,337616,"Honduras","PALM KERNELS",2000,NA,26000,21520152
"1423",25992,337622,337622,"Honduras","PALM KERNELS",2006,NA,72000,21520152
